us_code,cn_code,cn_kind,y_col,sample_start,bucket,count,cn_mean,cn_median,cn_pct_down
NDX,IM,cn_future,cn_ret_cc,data_start,us_in_0_1pct,326,0.001520552022238003,0.0006985579960838706,0.46932515337423314
NDX,IM,cn_future,cn_ret_cc,data_start,us_in_1_2pct,141,-0.0016133025408462548,0.0009634473899335916,0.48226950354609927
NDX,IM,cn_future,cn_ret_cc,data_start,us_ge_2pct,52,0.005015179429650663,0.004508726161205456,0.34615384615384615
NDX,IM,cn_future,cn_ret_oc,data_start,us_le_-2pct,52,-6.479253181052025e-05,0.0010879262205180096,0.46153846153846156
NDX,IM,cn_future,cn_ret_oc,data_start,us_in_-2_-1pct,105,0.0011267046681759433,0.00024910477969797284,0.47619047619047616
NDX,IM,cn_future,cn_ret_oc,data_start,us_in_-1_0pct,249,0.001039358392031935,0.000547045951859948,0.4899598393574297
NDX,IM,cn_future,cn_ret_oc,data_start,us_in_0_1pct,326,0.001187480145261854,0.00035364687382366533,0.49079754601226994
NDX,IM,cn_future,cn_ret_oc,data_start,us_in_1_2pct,142,-0.003352020247718916,-0.0016068286734799986,0.5492957746478874
NDX,IM,cn_future,cn_ret_oc,data_start,us_ge_2pct,52,0.0005352513247482299,-0.00045270573545524995,0.5384615384615384
NDX,IH,cn_future,cn_ret_cc,data_start,us_le_-2pct,152,-0.007244691695541189,-0.004579573045384311,0.6842105263157895
NDX,IH,cn_future,cn_ret_cc,data_start,us_in_-2_-1pct,206,-0.0010633410728949336,-0.0011540662368428323,0.5485436893203883
NDX,IH,cn_future,cn_ret_cc,data_start,us_in_-1_0pct,615,5.585907911447398e-05,-0.0003013682116810301,0.5219512195121951
NDX,IH,cn_future,cn_ret_cc,data_start,us_in_0_1pct,848,0.000965683316641509,0.0004471236601163442,0.4716981132075472
NDX,IH,cn_future,cn_ret_cc,data_start,us_in_1_2pct,317,0.0020801881670169087,0.0023182769967093897,0.38801261829652994
NDX,IH,cn_future,cn_ret_cc,data_start,us_ge_2pct,125,0.0016098754995842865,0.0008760698160252822,0.48
NDX,IH,cn_future,cn_ret_oc,data_start,us_le_-2pct,152,-0.0015231949095951423,-0.00020674273391668718,0.506578947368421
NDX,IH,cn_future,cn_ret_oc,data_start,us_in_-2_-1pct,206,0.0009876227005208434,0.00035902694207556873,0.4854368932038835
NDX,IH,cn_future,cn_ret_oc,data_start,us_in_-1_0pct,615,0.0002605978849493113,-0.0002087101711424344,0.510569105691057
NDX,IH,cn_future,cn_ret_oc,data_start,us_in_0_1pct,849,-4.608047657077385e-05,-0.0003372681281619272,0.5159010600706714
NDX,IH,cn_future,cn_ret_oc,data_start,us_in_1_2pct,317,-8.692511083093877e-05,0.0004484304932734773,0.4794952681388013
NDX,IH,cn_future,cn_ret_oc,data_start,us_ge_2pct,125,-0.003282796324572441,-0.004786005061062859,0.72
RUT,HS300,cn_index,cn_ret_cc,data_start,us_le_-2pct,157,-0.0071764664668472426,-0.004986840772462586,0.6815286624203821
RUT,HS300,cn_index,cn_ret_cc,data_start,us_in_-2_-1pct,332,-0.0023401377315242435,-0.001522750417005836,0.5572289156626506
RUT,HS300,cn_index,cn_ret_cc,data_start,us_in_-1_0pct,799,1.2662732559878032e-05,-2.292969598871597e-05,0.5018773466833542
RUT,HS300,cn_index,cn_ret_cc,data_start,us_in_0_1pct,921,0.0014462333183488552,0.0008586136989667814,0.4560260586319218
RUT,HS300,cn_index,cn_ret_cc,data_start,us_in_1_2pct,387,0.0011608793995514883,0.0012830516696387129,0.43669250645994834
RUT,HS300,cn_index,cn_ret_cc,data_start,us_ge_2pct,166,0.0038512195606704553,0.003424559432645413,0.3493975903614458
RUT,HS300,cn_index,cn_ret_oc,data_start,us_le_-2pct,157,0.0024124492775422727,0.0011759089872744877,0.445859872611465
RUT,HS300,cn_index,cn_ret_oc,data_start,us_in_-2_-1pct,332,0.0008026852219448438,0.0006994499844072966,0.463855421686747
RUT,HS300,cn_index,cn_ret_oc,data_start,us_in_-1_0pct,799,0.0007690144181317285,0.0006417301930177199,0.46057571964956195
RUT,HS300,cn_index,cn_ret_oc,data_start,us_in_0_1pct,921,0.0011357186123815424,0.0008331120924649493,0.46254071661237783
