date,IF,IC,IM,IH
2025-01-20,0.0007048016701461274,0.001974186628530484,1.8556701030947895e-05,0.0
2025-01-21,0.004282609599002774,0.0029973785439521457,0.001005465414175833,0.0
2025-01-22,0.0,0.0,0.0,0.0
2025-01-23,0.0076502219205262685,0.01566478213004734,0.013532104454685157,0.0
2025-01-24,0.0,0.0,0.0,0.0
2025-01-27,0.0,0.0,0.0,0.0
2025-02-05,0.009226468743466377,0.003727610872675192,0.004313837229141849,0.0
2025-02-06,0.0,0.0,0.0,0.0
2025-02-07,0.0,0.0,0.0,0.0
2025-02-10,0.0,0.0,0.0,0.0
2025-02-11,0.0,0.0,0.0,0.0
2025-02-12,0.0,0.0,0.0,0.0
2025-02-13,0.0,0.0,0.0,0.0
2025-02-14,-0.008676058065835223,-0.00856162090435848,-0.005002719326642934,0.0
2025-02-17,0.0,0.0,0.0,0.0
2025-02-18,0.0,0.0,0.0,0.0
2025-02-19,0.0,0.0,0.0,0.0
2025-02-20,0.0,0.0,0.0,0.0
2025-02-21,0.0,0.0,0.0,0.0
2025-02-24,0.0,0.0,0.0,0.002753204172876323
2025-02-25,0.0,0.0,0.0,0.0
2025-02-26,0.0,0.0,0.0,0.0
2025-02-27,0.0,0.0,0.0,0.0
2025-02-28,0.0,0.0,0.0,0.011348323500858837
2025-03-03,0.004875946775844398,0.00039094481462502776,0.0049360000000000966,0.0
2025-03-04,0.0,0.0,0.0,-0.0016698456365583196
2025-03-05,0.0,0.0,0.0,0.0
2025-03-06,-0.009942454564018832,-0.013897424675980496,-0.019961541367586055,0.0
2025-03-07,0.0,0.0,0.0,-0.0011223490784269645
2025-03-10,0.0,0.0,0.0,0.0
2025-03-11,0.0,0.0,0.0,-0.012858796821793538
2025-03-12,0.0,0.0,0.0,0.0
2025-03-13,0.0042929663608562325,0.006983064489307123,0.011848132780082943,0.0
2025-03-14,0.0,0.0,0.0,0.0
