n_trades,trades_per_year,hit_rate,mean_ret_bps,median_ret_bps,std_ret_bps,best_ret_bps,worst_ret_bps,total_ret_pct,max_dd_pct,sharpe_ann,t_stat,name,family,us_code,cn_fut,threshold,sample_start
655,46.85429492817355,0.5099236641221374,4.608842570887949,3.5371669004207242,126.35443756893686,601.359482410027,-520.3255890321009,28.3859117008201,-28.852013053786894,0.24967558621561578,0.9335165563500848,fade_short_SPX_IC_thr0.005,fade_short,SPX,IC,0.005,all
250,17.8833186748754,0.432,-17.631362615173376,-25.212166307953638,155.35187988167806,607.6986301369861,-545.1832444427137,-37.57537095294157,-43.69457630934954,-0.47994715574176655,-1.7944830844260153,naive_short_SPX_IC_thr0.010,naive_short,SPX,IC,0.01,all
250,17.8833186748754,0.532,5.63136261517335,13.21216630795364,155.35187988167806,533.1832444427135,-619.6986301369863,11.692384247473564,-12.793673888299374,0.15329254630478759,0.573148268557589,bounce_long_SPX_IC_thr0.010,bounce_long,SPX,IC,0.01,all
309,22.103781882146,0.5469255663430421,11.065518990809032,9.550450609648214,125.09700185951961,601.359482410027,-351.6157635467983,37.4112723815079,-14.282796267091646,0.4158705624385524,1.5549059530383886,fade_short_SPX_IC_thr0.010,fade_short,SPX,IC,0.01,all
149,10.65845793022574,0.4429530201342282,-25.470510229558002,-25.922044174967013,175.07020438299705,607.6986301369861,-545.1832444427137,-33.14909618322546,-41.76287121159776,-0.47497701499177863,-1.7759001354567991,naive_short_SPX_IC_thr0.015,naive_short,SPX,IC,0.015,all
149,10.65845793022574,0.5302013422818792,13.47051022955798,13.922044174967015,175.07020438299705,533.1832444427135,-619.6986301369863,19.463205266771123,-12.659680266041985,0.2511996297516926,0.9392148302385753,bounce_long_SPX_IC_thr0.015,bounce_long,SPX,IC,0.015,all
123,8.798592788038698,0.5691056910569106,21.698770054198146,12.121623976301573,131.14718646702642,492.61598080826684,-346.44902465955045,29.200506145441718,-9.786711016194872,0.4907753582293041,1.8349688461732536,fade_short_SPX_IC_thr0.015,fade_short,SPX,IC,0.015,all
83,5.937261800058634,0.43373493975903615,-25.78296037952683,-31.47565301515675,203.9071795348853,607.6986301369861,-545.1832444427137,-20.650795357948383,-28.768638846229045,-0.3081011812650547,-1.151965068357005,naive_short_SPX_IC_thr0.020,naive_short,SPX,IC,0.02,all
83,5.937261800058634,0.5542168674698795,13.782960379526807,19.47565301515675,203.90717953488533,533.1832444427135,-619.6986301369863,10.207346290757503,-12.329321073411359,0.16470359926681113,0.6158132604652776,bounce_long_SPX_IC_thr0.020,bounce_long,SPX,IC,0.02,all
61,4.363529756669598,0.5573770491803278,18.797836844658743,19.313117996044188,146.0317879239094,492.61598080826684,-346.44902465955045,11.427551518093537,-11.586524770558459,0.26889296767850845,1.00536877080654,fade_short_SPX_IC_thr0.020,fade_short,SPX,IC,0.02,all
